"Etablissement","Code_etablissement","Code_commune","Secteur","Effectif","Taux_reussite","Filiere"
"LYCEE SAINTE CELINE","0772602K","77183","PR",8,100,"L"
"LYCEE SAMUEL BECKETT","0772685A","77183","PU",28,86,"L"
"LYCEE ST LAURENT-LA PAIX NOTRE DAME","0771237B","77243","PR",21,95,"L"
"LYCEE VAN DONGEN","0771512A","77243","PU",47,91,"L"
"LYCEE GEORGE SAND","0771663P","77285","PU",33,85,"L"
"LYCEE EMILY BRONTE","0772294A","77258","PU",17,94,"L"
"LYCEE CHARLES DE GAULLE (GENERAL ET TECHNO.)","0772228D","77259","PU",18,89,"L"
"LYCEE BOSSUET","0771246L","77284","PR",44,98,"L"
"LYCEE HENRI MOISSAN","0770930T","77284","PU",59,97,"L"
"LYCEE JEAN VILAR","0772229E","77284","PU",42,83,"L"
"LYCEE PIERRE DE COUBERTIN","0770931U","77284","PU",32,88,"L"
"LYCEE JACQUES AMYOT","0770933W","77288","PU",34,94,"L"
"LYCEE LEONARD DE VINCI (GENERAL ET TECHNO.)","0770934X","77288","PU",18,78,"L"
"LYCEE SAINT ASPAIS (GENERAL ET TECHNO.)","0771238C","77288","PR",25,100,"L"
"LYCEE HONORE DE BALZAC (GENERAL ET TECHNO.)","0771996B","77294","PU",35,89,"L"
"LYCEE DE LA MARE CARREE (GENERAL ET TECHNO.)","0772296C","77296","PU",33,94,"L"
"LYCEE ANDRE MALRAUX (GENERAL ET TECHNO.)","0770938B","77305","PU",39,85,"L"
"LYCEE HENRI BECQUEREL (GENERAL ET TECHNO.)","0772277G","77327","PU",34,74,"L"
"LYCEE ETIENNE BEZOUT (GENERAL ET TECHNO.)","0770940D","77333","PU",23,96,"L"
"LYCEE GERARD DE NERVAL (GENERAL ET TECHNO.)","0771940R","77337","PU",25,100,"L"
"LYCEE CAMPUS SAINTE THERESE","0772324H","77350","PR",18,100,"L"
"LYCEE CAMILLE CLAUDEL","0772243V","77373","PU",31,94,"L"
"LYCEE SAINTE CROIX","0772290W","77379","PR",12,100,"L"
"LYCEE THIBAUT DE CHAMPAGNE (GENERAL ET TECHNO.)","0770942F","77379","PU",51,90,"L"
"LYCEE CHARLES LE CHAUVE","0771763Y","77390","PU",46,91,"L"
"LYCEE LA TOUR DES DAMES (GENERAL ET TECHNO.)","0772295B","77393","PU",36,81,"L"
"LYCEE PIERRE MENDES-FRANCE","0772188K","77445","PU",33,91,"L"
"LYCEE EMILIE DU CHATELET (GENERAL ET TECHNO.)","0772688D","77449","PU",32,97,"L"
"LYCEE INTERNAT D'EXCELLENCE SOURDUN","0772737G","77459","PU",6,100,"L"
"LYCEE JEAN MOULIN","0772120L","77468","PU",21,76,"L"
"LYCEE CLEMENT ADER (GENERAL ET TECHNO.)","0772342C","77470","PU",40,85,"L"
"LYCEE SIMONE SIGNORET (GENERAL ET TECHNO.)","0772310T","77487","PU",30,100,"L"
"LYCEE HENRI WALLON","0930116W","93001","PU",33,79,"L"
"LYCEE ESPERANCE","0930961P","93005","PR",28,100,"L"
"LYCEE JEAN ZAY","0930833A","93005","PU",31,87,"L"
"LYCEE VOILLAUME","0930834B","93005","PU",39,79,"L"
"LYCEE EUGENE HENAFF (GENERAL ET TECHNO.)","0932119Y","93006","PU",13,92,"L"
"LYCEE CHARLES PEGUY","0930962R","93008","PR",9,100,"L"
"LYCEE LOUISE MICHEL","0931613Y","93008","PU",31,97,"L"
"LYCEE JEAN RENOIR","0930118Y","93010","PU",33,88,"L"
"LYCEE ALFRED NOBEL (GENERAL ET TECHNO.)","0932026X","93014","PU",12,100,"L"
"LYCEE EUGENE DELACROIX (GENERAL ET TECHNO.)","0930119Z","93029","PU",53,85,"L"
"LYCEE JACQUES FEYDER","0930120A","93031","PU",39,69,"L"
"LYCEE GUSTAVE EIFFEL","0931272C","93032","PU",34,94,"L"
"LYCEE JACQUES BREL","0931430Z","93027","PU",48,73,"L"
"LYCEE WOLFGANG AMADEUS MOZART","0932034F","93007","PU",24,92,"L"
"LYCEE ALBERT SCHWEITZER","0930830X","93062","PU",55,96,"L"
"LYCEE SAINT LOUIS-SAINTE CLOTILDE","0931812P","93062","PR",22,100,"L"
"LYCEE PAUL ROBERT (GENERAL ET TECHNO.)","0932073Y","93045","PU",32,91,"L"
"LYCEE ANDRE BOULLOCHE","0931585T","93046","PU",49,94,"L"
"LYCEE CONDORCET","0930122C","93048","PU",17,71,"L"
"LYCEE HENRI MATISSE","0930965U","93048","PR",20,100,"L"
"LYCEE JEAN JAURES","0930121B","93048","PU",63,90,"L"
"LYCEE EVARISTE GALOIS (GENERAL ET TECHNO.)","0932047V","93051","PU",22,91,"L"
"LYCEE FLORA TRISTAN","0931565W","93051","PU",14,79,"L"
"LYCEE FRANCOISE CABRINI","0932036H","93051","PR",12,100,"L"
"LYCEE OLYMPE DE GOUGES","0930123D","93053","PU",34,82,"L"
"LYCEE MARCELIN BERTHELOT","0930124E","93055","PU",32,81,"L"
"LYCEE CHARLES DE GAULLE","0932031C","93064","PU",19,89,"L"
"LYCEE BLAISE CENDRARS (GENERAL ET TECHNO.)","0932048W","93071","PU",26,88,"L"
"LYCEE PAUL ELUARD","0930125F","93066","PU",45,89,"L"
"LYCEE SUGER (GENERAL ET TECHNO.)","0932121A","93066","PU",31,58,"L"
"LYCEE AUGUSTE BLANQUI (GENERAL ET TECHNO.)","0930126G","93070","PU",29,86,"L"
"LYCEE MAURICE UTRILLO (GENERAL ET TECHNO.)","0932030B","93072","PU",29,90,"L"
"LYCEE LEONARD DE VINCI (GENERAL ET TECHNO.)","0932046U","93073","PU",30,93,"L"
"LYCEE FENELON","0931799A","93074","PR",24,100,"L"
"LYCEE BLANCHE DE CASTILLE","0930974D","93077","PR",19,100,"L"
"LYCEE GEORGES CLEMENCEAU","0930127H","93077","PU",48,85,"L"
"LYCEE JEAN ROSTAND (GENERAL ET TECHNO.)","0931584S","93078","PU",30,83,"L"
"LYCEE MAXIMILIEN PERRET (GENERAL ET TECHNO.)","0940126B","94002","PU",21,90,"L"
"LYCEE BERNARD PALISSY","0941909P","94004","PR",7,100,"L"
"LYCEE MAXIMILIEN SORRE","0940580V","94016","PU",21,90,"L"
"LYCEE LOUISE MICHEL (GENERAL ET TECHNO.)","0940112L","94017","PU",28,96,"L"
"LYCEE MARX DORMOY (GENERAL ET TECHNO.)","0941951K","94017","PU",23,96,"L"
"LYCEE NOTRE DAME DES MISSIONS","0941877E","94018","PR",13,100,"L"
"LYCEE ROBERT SCHUMAN (GENERAL ET TECHNO.)","0941974K","94018","PU",23,100,"L"
"LYCEE SAMUEL DE CHAMPLAIN","0941470M","94019","PU",43,100,"L"
"LYCEE SAINT ANDRE","0940885B","94022","PR",15,93,"L"
"LYCEE ANTOINE DE SAINT EXUPERY (GENERAL ET TECHNO.)","0940114N","94028","PU",33,73,"L"
"LYCEE JOHANNES GUTENBERG (GENERAL ET TECHNO.)","0941930M","94028","PU",20,75,"L"
"LYCEE LEON BLUM (GENERAL ET TECHNO.)","0941413A","94028","PU",28,82,"L"
"LYCEE PABLO PICASSO","0941347D","94033","PU",41,95,"L"
"LYCEE FREDERIC MISTRAL (GENERAL ET TECHNO.)","0941301D","94034","PU",42,98,"L"
"LYCEE ROMAIN ROLLAND","0940115P","94041","PU",57,96,"L"
"LYCEE CONDORCET (GENERAL ET TECHNO.)","0940122X","94068","PU",29,97,"L"
"LYCEE DARIUS MILHAUD (GENERAL ET TECHNO.)","0941474S","94043","PU",26,85,"L"
"LYCEE PAUL DOUMER (GENERAL ET TECHNO.)","0940119U","94058","PU",26,92,"L"
"LYCEE GUILLAUME BUDE (GENERAL ET TECHNO.)","0940742W","94044","PU",32,91,"L"
"LYCEE EUGENE DELACROIX","0940116R","94046","PU",62,92,"L"
"LYCEE ALBERT DE MUN","0940880W","94052","PR",12,100,"L"
"LYCEE EDOUARD BRANLY","0940117S","94052","PU",33,88,"L"
"LYCEE MONTALEMBERT","0940881X","94052","PR",22,100,"L"
"LYCEE D'ARSONVAL","0940121W","94068","PU",34,100,"L"
"LYCEE MARCELIN BERTHELOT","0940120V","94068","PU",28,100,"L"
"LYCEE TEILHARD DE CHARDIN","0940878U","94068","PR",27,100,"L"
"LYCEE CHRISTOPHE COLOMB (GENERAL ET TECHNO.)","0941918Z","94071","PU",24,96,"L"
"LYCEE PETIT VAL","0940891H","94071","PR",10,100,"L"
"LYCEE GUILLAUME APOLLINAIRE","0940123Y","94073","PU",42,98,"L"
"LYCEE GEORGES BRASSENS (GENERAL ET TECHNO.)","0940743X","94077","PU",18,83,"L"
"LYCEE FRANCOIS ARAGO (GENERAL ET TECHNO.)","0941952L","94078","PU",16,81,"L"
"LYCEE HECTOR BERLIOZ","0940124Z","94080","PU",42,98,"L"
"LYCEE NOTRE DAME DE LA PROVIDENCE","0940877T","94080","PR",12,100,"L"
"LYCEE EPIN","0941719H","94081","PR",9,100,"L"
"LYCEE JEAN MACE (GENERAL ET TECHNO.)","0940129E","94081","PU",24,96,"L"
"LYCEE PRIEUR DE LA COTE D'OR (GENERAL ET TECHNO.)","0210003P","21038","PU",36,83,"L"
"CLOS MAIRE (GENERAL ET TECHNO.)","0210006T","21054","PU",29,93,"L"
"LYCEE DU SAINT COEUR","0211068X","21054","PR",9,100,"L"
"LYCEE E.J. MAREY (GENERAL ET TECHNO.)","0212045J","21054","PU",21,100,"L"
"LYCEE STEPHEN LIEGEARD","0210012Z","21110","PU",21,100,"L"
"LYCEE DESIRE NISARD (GENERAL ET TECHNO.)","0210013A","21154","PU",15,100,"L"
"LYCEE JEAN-MARC BOIVIN","0211909L","21171","PU",17,88,"L"
"LYCEE CARNOT","0210015C","21231","PU",27,100,"L"
"LYCEE HIPPOLYTE FONTAINE (GENERAL ET TECHNO.)","0210018F","21231","PU",19,89,"L"
"LYCEE INTERNATIONAL CHARLES DE GAULL","0211928G","21231","PU",39,97,"L"
"LYCEE LE CASTEL (GENERAL ET TECHNO.)","0210019G","21231","PU",48,85,"L"
"LYCEE LES ARCADES (GENERAL ET TECHNO.)","0211091X","21231","PR",9,89,"L"
"LYCEE MONTCHAPET","0210017E","21231","PU",61,89,"L"
"LYCEE NOTRE DAME","0211074D","21231","PR",10,100,"L"
"LYCEE SAINT BENIGNE (GENERAL ET TECHNO.)","0211090W","21231","PR",13,100,"L"
"LYCEE ANNA JUDIC (GENERAL ET TECHNO.)","0210047M","21603","PU",33,85,"L"
"LYCEE ROMAIN ROLLAND (GENERAL ET TECHNO.)","0580008U","58079","PU",9,67,"L"
"LYCEE PIERRE GILLES DE GENNES (GENERAL ET TECHNO.)","0580014A","58086","PU",20,85,"L"
"LYCEE MAURICE GENEVOIX (GENERAL ET TECHNO.)","0580761M","58095","PU",16,100,"L"
"LYCEE ALAIN COLAS","0580753D","58194","PU",65,94,"L"
"LYCEE JULES RENARD","0580031U","58194","PU",25,92,"L"
"LYCEE NOTRE DAME (GENERAL ET TECHNO.)","0580071M","58194","PR",8,75,"L"
"LYCEE RAOUL FOLLEREAU","0580032V","58194","PU",18,89,"L"
"LYCEE BONAPARTE (GENERAL ET TECHNO.)","0710001R","71014","PU",16,100,"L"
"LYCEE HILAIRE DE CHARDONNET (GENERAL ET TECHNO.)","0711422K","71076","PU",32,97,"L"
"LYCEE MATHIAS (GENERAL ET TECHNO.)","0710010A","71076","PU",48,77,"L"
"LYCEE PONTUS DE TYARD","0710011B","71076","PU",58,100,"L"
"LYCEE SAINT CHARLES (GENERAL ET TECHNO.)","0711896A","71076","PR",12,92,"L"
"LYCEE JULIEN WITTMER (GENERAL ET TECHNO.)","0710018J","71106","PU",33,82,"L"
"LYCEE CAMILLE CLAUDEL","0711137A","71176","PU",14,86,"L"
"LYCEE LÉON BLUM (GENERAL ET TECHNO.)","0710026T","71153","PU",26,88,"L"
"LYCEE HENRI VINCENOT (GENERAL ET TECHNO.)","0710042K","71263","PU",21,100,"L"
"LYCEE FREDERIC OZANAM (GENERAL ET TECHNO.)","0711249X","71270","PR",13,100,"L"
"LYCEE LAMARTINE","0710045N","71270","PU",42,90,"L"
"LYCEE RENE CASSIN (GENERAL ET TECHNO.)","0710048S","71270","PU",15,87,"L"
"LYCEE HENRI PARRIAT","0710054Y","71306","PU",22,95,"L"
"LYCEE JEANNE D'ARC","0710112L","71342","PR",3,100,"L"
"LYCEE GABRIEL VOISIN","0710071S","71543","PU",29,83,"L"
"LYCEE JACQUES AMYOT","0890003V","89024","PU",89,99,"L"
"LYCEE SAINT JOSEPH (GENERAL ET TECHNO.)","0890070T","89024","PR",17,94,"L"
"LYCEE DU PARC DES CHAUMES (GENERAL ET TECHNO.)","0890008A","89025","PU",16,94,"L"
"LYCEE LOUIS DAVIER (GENERAL ET TECHNO.)","0891199V","89206","PU",39,87,"L"
"LYCEE CATHERINE ET RAYMOND JANOT","0891200W","89387","PU",93,88,"L"
"LYCEE SAINT ETIENNE (GENERAL ET TECHNO.)","0890067P","89387","PR",6,100,"L"
"LYCEE CHEVALIER D'EON (GENERAL ET TECHNO.)","0890032B","89418","PU",24,83,"L"
"LYCEE PIERRE LAROUSSE","0891168L","89419","PU",31,97,"L"
"LYCEE BOISSY D'ANGLAS (GENERAL ET TECHNO.)","0070001N","7010","PU",52,94,"L"
"LYCEE SAINT DENIS","0071126L","7010","PR",36,97,"L"
"LYCEE JULES FROMENT","0070064G","7019","PR",31,94,"L"
"LYCEE MARCEL GIMOND (GENERAL ET TECHNO.)","0070003R","7019","PU",57,82,"L"
"LYCEE MARIE RIVIER","0070066J","7042","PR",9,100,"L"
"LYCEE LE CHEYLARD (GENERAL ET TECHNO.)","0071397F","7064","PU",20,90,"L"
"LYCEE XAVIER MALLET (GENERAL ET TECHNO.)","0071351F","7319","PU",15,93,"L"
"LYCEE SACRE COEUR  NOTRE DAME","0070069M","7186","PR",12,100,"L"
"LYCEE VINCENT D 'INDY (GENERAL ET TECHNO.)","0070021K","7186","PU",28,86,"L"
"LYCEE DU SACRE COEUR (GENERAL ET TECHNO.)","0070071P","7324","PR",13,85,"L"
"LYCEE GABRIEL FAURE (GENERAL ET TECHNO.)","0070029U","7324","PU",26,100,"L"
"LYCEE LES TROIS SOURCES","0261277X","26058","PU",26,92,"L"
"LYCEE CHATEAUNEUF","0260062B","26083","PR",13,100,"L"
"LYCEE FRANCOIS JEAN ARMORIN (GENERAL ET TECHNO.)","0260006R","26108","PU",22,86,"L"
"LYCEE DU DIOIS","0260008T","26113","PU",9,67,"L"
"LYCEE ALAIN BORNE","0260015A","26198","PU",51,98,"L"
"LYCEE CHABRILLAN","0260064D","26198","PR",4,100,"L"
"LYCEE ROUMANILLE","0260017C","26220","PU",27,96,"L"
"LYCEE DR. GUSTAVE JAUME (GENERAL ET TECHNO.)","0260019E","26235","PU",15,100,"L"
"LYCEE ALBERT TRIBOULET","0260022H","26281","PU",51,90,"L"
"LYCEE SAINT MAURICE","0260066F","26281","PR",17,100,"L"
"LYCEE HENRI LAURENS (GENERAL ET TECHNO.)","0261397C","26333","PU",15,100,"L"
"LYCEE ALGOUD - LAFFEMAS (GENERAL ET TECHNO.)","0261505V","26362","PU",26,88,"L"
"LYCEE CAMILLE VERNET","0260035X","26362","PU",68,100,"L"
"LYCEE EMILE LOUBET","0260034W","26362","PU",22,100,"L"
"LYCEE NOTRE DAME","0260069J","26362","PR",11,100,"L"
"LYCEE SAINT VICTOR","0260071L","26362","PR",8,100,"L"
"LYCEE SAINTE CROIX DES NEIGES","0741443S","74001","PR",2,50,"L"
"LYCEE CHARLES BAUDELAIRE","0741418P","74093","PU",78,92,"L"
"LYCEE CLAUDE LOUIS BERTHOLLET","0740003B","74010","PU",66,92,"L"
"LYCEE GABRIEL FAURE","0740005D","74010","PU",75,93,"L"
"LYCEE SAINT MICHEL","0740082M","74010","PR",22,100,"L"
"LYCEE DES GLIERES (GENERAL ET TECHNO.)","0740009H","74012","PU",46,91,"L"
"LYCEE GUILLAUME FICHET (GENERAL ET TECHNO.)","0740013M","74042","PU",24,83,"L"
"LYCEE CHARLES PONCET (GENERAL ET TECHNO.)","0740017S","74081","PU",36,94,"L"
"LYCEE LES CORDELIERS (GENERAL ET TECHNO.)","0740143D","74081","PR",6,100,"L"
"LYCEE ANNA DE NOAILLES (GENERAL ET TECHNO.)","0740051D","74119","PU",23,96,"L"
"LYCEE SAINTE FAMILLE","0740092Y","74224","PR",16,100,"L"
"LYCEE MONT BLANC RENE DAYVE (GENERAL ET TECHNO.)","0740027C","74208","PU",34,94,"L"
"LYCEE DE L'ALBANAIS","0741532N","74225","PU",27,93,"L"
"LYCEE DEMOTZ DE LA SALLE (GENERAL ET TECHNO.)","0741469V","74225","PR",9,100,"L"
"LYCEE SAINT JOSEPH","0740098E","74256","PR",9,89,"L"
"LYCEE MME DE STAEL","0740037N","74243","PU",18,78,"L"
"LYCEE PRESENTATION DE MARIE","0740097D","74243","PR",9,100,"L"
"LYCEE SAINT JOSEPH","0740099F","74280","PR",22,100,"L"
"LYCEE LA VERSOIE","0740046Y","74281","PU",70,94,"L"
"LYCEE SAINT JOSEPH","0740100G","74281","PR",23,100,"L"
"LYCEE SAINT FRANCOIS","0740104L","74305","PR",18,100,"L"
"LYCEE L'OISELET","0380008C","38053","PU",32,91,"L"
"LYCEE MARIE CURIE","0382920T","38151","PU",40,93,"L"
"EXTERNAT NOTRE DAME","0381803D","38185","PR",15,100,"L"
"LYCEE ANDRE  ARGOUGES (GENERAL ET TECHNO.)","0381603L","38185","PU",15,93,"L"
"LYCEE CHAMPOLLION","0380027Y","38185","PU",37,100,"L"
"LYCEE EMMANUEL  MOUNIER","0380032D","38185","PU",35,94,"L"
"LYCEE INTERNATIONAL EUROPOLE","0383242T","38185","PU",8,100,"L"
"LYCEE LES EAUX CLAIRES","0380029A","38185","PU",31,87,"L"
"LYCEE PIERRE TERMIER","0381666E","38185","PR",19,100,"L"
"LYCEE STENDHAL","0380028Z","38185","PU",50,98,"L"
"LYCEE PHILIBERT DELORME (GENERAL ET TECHNO.)","0382895R","38193","PU",28,75,"L"
"LYCEE HECTOR BERLIOZ (GENERAL ET TECHNO.)","0380014J","38130","PU",27,78,"L"
"LYCEE SAINTE CECILE","0381660Y","38130","PR",9,100,"L"
"LYCEE DE LA MATHEYSINE (GENERAL ET TECHNO.)","0380049X","38269","PU",19,100,"L"
"LYCEE ELIE CARTAN (GENERAL ET TECHNO.)","0380073Y","38509","PU",33,88,"L"
"LYCEE ITEC BOISFLEURY EUROPE","0383208F","38516","PR",12,100,"L"
"LYCEE UNITÉ SOINS ETUDES GRÉSIVAUDAN (GENERAL ET TECHNO.)","0381630R","38516","PU",7,86,"L"
"LYCEE JEANNE D'ARC","0381670J","38298","PR",17,100,"L"
"LYCEE CHARLES GABRIEL PRAVAZ (GENERAL ET TECHNO.)","0380053B","38315","PU",22,86,"L"
"LYCEE DU GRESIVAUDAN (GENERAL ET TECHNO.)","0382863F","38229","PU",13,100,"L"
"LYCEE PIERRE BEGHIN","0383119J","38239","PU",42,86,"L"
"LYCEE CAMILLE COROT","0383069E","38261","PU",34,88,"L"
"LYCEE SAINT MARC (GENERAL ET TECHNO.)","0383072H","38276","PR",25,96,"L"
"LYCEE LA PLEIADE","0382838D","38316","PU",15,100,"L"
"LYCEE PIERRE DU TERRAIL","0382270L","38314","PU",30,90,"L"
"LYCEE DE L'EDIT","0381599G","38344","PU",24,83,"L"
"LYCEE ARISTIDE BERGES","0382780R","38485","PU",30,93,"L"
"LYCEE LA SAULAIE (GENERAL ET TECHNO.)","0380063M","38416","PU",26,96,"L"
"LYCEE PABLO NERUDA (GENERAL ET TECHNO.)","0382203N","38421","PU",14,100,"L"
"LYCEE ELLA FITZGERALD (GENERAL ET TECHNO.)","0380081G","38544","PU",66,83,"L"
"LYCEE ROBIN","0381678T","38544","PR",21,100,"L"
"LYCEE SAINT CHARLES","0382854W","38544","PR",20,95,"L"
"LYCEE MARIE REYNOARD","0383263R","38547","PU",25,96,"L"
"LYCEE ET SPORTIF JEAN PREVOST","0380097Z","38548","PU",10,100,"L"
"LYCEE LEONARD DE VINCI (GENERAL ET TECHNO.)","0382440W","38553","PU",37,89,"L"
"LYCEE PORTES DE L'OISANS (GENERAL ET TECHNO.)","0380089R","38562","PU",22,100,"L"
"LYCEE EDOUARD HERRIOT (GENERAL ET TECHNO.)","0380091T","38563","PU",34,91,"L"
"LYCEE NOTRE DAME DES VICTOIRES","0381683Y","38563","PR",13,100,"L"
"LYCEE MARLIOZ (GENERAL ET TECHNO.)","0730003G","73008","PU",36,100,"L"
"LYCEE JEAN MOULIN","0730005J","73011","PU",36,97,"L"
"LYCEE JEANNE D'ARC","0730760E","73011","PR",11,91,"L"
"LYCEE LOUIS ARMAND","0731248K","73065","PU",37,78,"L"
"LYCEE SAINT AMBROISE","0730763H","73065","PR",13,100,"L"
"LYCEE VAUGELAS","0730013T","73065","PU",60,95,"L"
"LYCEE DU GRANIER","0731392S","73213","PU",36,97,"L"
"LYCEE AMBROISE CROIZAT","0730029K","73181","PU",10,100,"L"
"LYCEE PAUL HEROULT","0730037U","73248","PU",25,100,"L"
"LYCEE CHARLES COEFFIN (GENERAL ET TECHNO.)","9711032V","97103","PU",16,100,"L"
"LYCEE GERVILLE REACHE","9710002A","97105","PU",64,98,"L"
"PENSIONNAT DE VERSAILLES","9710055H","97105","PR",15,100,"L"
"LYCEE HYACINTHE BASTARAUD (GENERAL ET TECHNO.)","9711012Y","97112","PU",10,100,"L"
"LYCEE BAIMBRIDGE","9710003B","97101","PU",53,96,"L"
"LYCEE FÉLIX PROTO","9710921Z","97101","PU",44,98,"L"
"LYCEE JARDIN D'ESSAI","9710923B","97101","PU",45,91,"L"
"LYCEE LPO CHEVALIER DE SAINT-GEORGES (GENERAL ET TECHNO.)","9711046K","97101","PU",22,82,"L"
"LYCEE FAUSTIN FLERET","9710774P","97116","PU",60,92,"L"
"LYCEE DES DROITS DE L'HOMME","9710882G","97118","PU",46,98,"L"
"LYCEE LA PERSEVERANCE MIXTE","9710062R","97120","PR",8,88,"L"
"LYCEE MAITRISE DE MASSABIELLE","9710054G","97120","PR",14,93,"L"
"LYCEE POINTE NOIRE (GENERAL ET TECHNO.)","9711033W","97121","PU",14,100,"L"
"LYCEE NORD GRANDE TERRE (GENERAL ET TECHNO.)","9711082Z","97122","PU",19,95,"L"
"LYCEE ROBERT WEINUM","9711252J","97801","PU",18,94,"L"
"LYCEE YVES LEBORGNE","9710922A","97128","PU",54,98,"L"
"LYCEE SONNY RUPAIRE","9710940V","97129","PU",28,100,"L"
"EXTERNAT SAINT JOSEPH","9730010Y","97302","PR",13,100,"L"
"LYCEE FELIX EBOUE","9730001N","97302","PU",58,88,"L"
"LYCEE LEON-GONTRAN DAMAS","9730196A","97309","PU",59,78,"L"
"LYCEE MELKIOR GARRE (GENERAL ET TECHNO.)","9730309Y","97302","PU",32,94,"L"
"LYCEE GASTON MONNERVILLE","9730108E","97304","PU",23,96,"L"
"LYCEE LEOPOLD ELFORT (GENERAL ET TECHNO.)","9730421V","97306","PU",15,80,"L"
"LYCEE LAMA PREVOT (GENERAL ET TECHNO.)","9730423X","97309","PU",29,90,"L"
"LYCEE BERTENE JUMINER (GENERAL ET TECHNO.)","9730235T","97311","PU",29,83,"L"
"LYCEE LUMINA SOPHIE (GENERAL ET TECHNO.)","9730371R","97311","PU",24,88,"L"
"LYCEE PAUL MOREAU (GENERAL ET TECHNO.)","9741051Z","97402","PU",26,100,"L"
"LYCEE LA POSSESSION (GENERAL ET TECHNO.)","9741173G","97408","PU",32,97,"L"
"LYCEE JEAN HINGLO (GENERAL ET TECHNO.)","9740979W","97407","PU",18,100,"L"
"LYCEE BOISJOLY POTIER (GENERAL ET TECHNO.)","9741087N","97422","PU",33,88,"L"
"LYCEE PIERRE LAGOURGUE (GENERAL ET TECHNO.)","9741263E","97422","PU",33,100,"L"
"LYCEE ROLAND GARROS (GENERAL ET TECHNO.)","9740002J","97422","PU",48,85,"L"
"LYCEE ANTOINE DE SAINT-EXUPERY (GENERAL ET TECHNO.)","9740045F","97401","PU",20,100,"L"
"LYCEE DE TROIS BASSINS (GENERAL ET TECHNO.)","9741186W","97423","PU",21,95,"L"
"LYCEE MAHATMA GANDHI","9741324W","97409","PU",40,93,"L"
"LYCEE SARDA GARRIGA","9740043D","97409","PU",26,92,"L"
"LYCEE AMIRAL PIERRE BOUVET","9740471U","97410","PU",50,96,"L"
"LYCEE MARIE CURIE (GENERAL ET TECHNO.)","9741231V","97410","PU",18,100,"L"
"LYCEE BELLEPIERRE","9741046U","97411","PU",34,88,"L"
"LYCEE CATHOLIQUE LEVAVASSEUR","9741256X","97411","PR",25,96,"L"
"LYCEE DE VINCENDO (GENERAL ET TECHNO.)","9741230U","97412","PU",18,83,"L"
"LYCEE PIERRE POIVRE","9740952S","97412","PU",54,91,"L"
"LYCEE STELLA (GENERAL ET TECHNO.)","9741052A","97413","PU",31,97,"L"
"LYCEE ANTOINE ROUSSIN","9740787M","97414","PU",30,83,"L"
"LYCEE JEAN JOLY (GENERAL ET TECHNO.)","9741182S","97414","PU",32,84,"L"
"LYCEE CATHOLIQUE MAISON BLANCHE (GENERAL ET TECHNO.)","9741556Y","97415","PR",12,100,"L"
"LYCEE DE ST PAUL 4 (GENERAL ET TECHNO.)","9741380G","97415","PU",17,88,"L"
"LYCEE EVARISTE DE PARNY","9740597F","97415","PU",60,98,"L"
"LYCEE LOUIS PAYEN","9741050Y","97415","PU",15,100,"L"
"LYCEE AMBROISE VOLLARD","9740019C","97416","PU",54,85,"L"
"LYCEE CATHOLIQUE LA SALLE ST CHARLES (GENERAL ET TECHNO.)","9741255W","97416","PR",27,100,"L"
"LYCEE DE BOIS D'OLIVE (GENERAL ET TECHNO.)","9741206T","97416","PU",34,88,"L"
"LYCEE GEORGES BRASSENS (GENERAL ET TECHNO.)","9740053P","97411","PU",44,86,"L"
"LYCEE LECONTE DE LISLE","9740001H","97411","PU",69,94,"L"
"LYCEE LISLET GEOFFROY","9740054R","97411","PU",22,91,"L"
"LYCEE LE VERGER","9741185V","97418","PU",42,90,"L"
"LYCEE BEL AIR (GENERAL ET TECHNO.)","9741270M","97420","PU",15,87,"L"
"LYCEE PAUL HAZARD","0590010R","59017","PU",62,89,"L"
"LYCEE SAINT JUDE","0592926K","59017","PR",16,100,"L"
"LYCEE JESSE DE FOREST (GENERAL ET TECHNO.)","0590018Z","59036","PU",35,94,"L"
"LYCEE SAINTE THERESE","0592929N","59036","PR",5,100,"L"
"LYCEE SAINTE MARIE","0592932S","59056","PR",27,100,"L"
"LYCEE LA CROIX BLANCHE","0592935V","59090","PR",15,100,"L"
"LYCEE FENELON","0590035T","59122","PU",23,100,"L"
"LYCEE PAUL DUEZ","0590034S","59122","PU",33,85,"L"
"LYCEE SAINT LUC","0593061G","59122","PR",11,100,"L"
"LYCEE DU PAYS DE CONDE (GENERAL ET TECHNO.)","0596854E","59153","PU",23,87,"L"
"LYCEE ARTHUR RIMBAUD","0595885B","59170","PU",48,90,"L"
"LYCEE JULES MOUSSERON","0590282L","59172","PU",27,89,"L"
"LYCEE ALBERT CHATELET","0590063Y","59178","PU",71,92,"L"
"LYCEE D'EXCELLENCE EDGAR MORIN","0596892W","59178","PU",5,100,"L"
"LYCEE JEAN-BAPTISTE COROT","0590064Z","59178","PU",17,88,"L"
"LYCEE SAINT JEAN","0592940A","59178","PR",11,100,"L"
"LYCEE AUGUSTE ANGELLIER","0590073J","59183","PU",50,100,"L"
"LYCEE DE L'EUROPE","0590072H","59183","PU",44,84,"L"
"LYCEE JEAN BART","0590071G","59183","PU",49,100,"L"
"LYCEE NOTRE-DAME DES DUNES","0593102B","59183","PR",25,100,"L"
